愛心	爱心	àixīn	liking, pity, love, benevolence, mercy, fondness, commitment	[sound:cmn-爱心.mp3]
安排	安排	ānpái	arrange, plan, fix up, provide (meals/etc.)	[sound:cmn-安排.mp3]
安裝	安装	ānzhuāng	install, erect, fix, mount	[sound:cmn-安装.mp3]
按照	按照	ànzhào	according to, in the light of, on the basis of	[sound:cmn-按照.mp3]
按	按	àn	according to, in accordance with	[sound:cmn-按.mp3]
把握	把握	bǎwò	grasp firmly	[sound:cmn-把握.mp3]
把	把	bǎ	indicating pre-verbal object as thing dealt with by the action	[sound:cmn-把.mp3]
白菜	白菜	báicài	Chinese cabbage, pak choi, CL:棵[ke1], 個|个[ge4]	[sound:cmn-白菜.mp3]
搬	搬	bān	copy mechanically, remove, apply indiscriminately, take away, transfer, move, move (house)	[sound:cmn-搬.mp3]
白	白	bái	white, clear, pure, plain, wrongly written/mispronounced,	[sound:cmn-白.mp3]
班級	班级	bānjí	classes and grades in school	[sound:cmn-班级.mp3]
搬家	搬家	bān jiā	to move house, removal	[sound:cmn-搬家.mp3]
辦理	办理	bànlǐ	handle, manage, attend, conduct, enact, transact, transaction	[sound:cmn-办理.mp3]
板	板	bǎn	see 老闆|老板, boss, to catch sight of in a doorway (old)	[sound:cmn-板.mp3]
保安	保安	bǎoān	to ensure public security, to ensure safety (for workers engaged in production), public security, security guard	[sound:cmn-保安.mp3]
保持	保持	bǎochí	keep, maintain, preserve	[sound:cmn-保持.mp3]
保存	保存	bǎocún	preserve, conserve, keep	[sound:cmn-保存.mp3]
保	保	bǎo	keep, maintenance, preserve soil moisture, stand guarantor, defend, protection, ensure, stand guarantor for sb., preserve, preservation, warrant, bail, defence, protect, maintain, seek, guarantee	[sound:cmn-保.mp3]
保留	保留	bǎoliú	continue to have, retain, hold back, reserve	[sound:cmn-保留.mp3]
保險	保险	bǎoxiǎn	insurance	[sound:cmn-保险.mp3]
保證	保证	bǎozhèng	pledge, guarantee	[sound:cmn-保证.mp3]
保護	保护	bǎohù	protect, safeguard	[sound:cmn-保护.mp3]
報到	报到	bào dào	check in, register, registration, report for duty, appear, report, check_in	[sound:cmn-报到.mp3]
背	背	bèi	learn by heart, recite from memory	[sound:cmn-背.mp3]
報道	报道	bàodào	to report (news), report, CL:篇[pian1],份[fen4]	[sound:cmn-报道.mp3]
北部	北部	běibù	the north, the northern part of the country, northern part	[sound:cmn-北部.mp3]
報	报	bào	newspaper, periodical, bulletin, telegram	[sound:cmn-报.mp3]
報告	报告	bàogào	report, speech, (student) term paper	[sound:cmn-报告.mp3]
背後	背后	bèihòu	rear, in the rear, behind, rearward, at the back, backside, back end	[sound:cmn-背后.mp3]
本來	本来	běnlái	originally, at first, of course	[sound:cmn-本来.mp3]
本領	本领	běnlǐng	skill, ability, capability, CL:項|项[xiang4],個|个[ge4]	[sound:cmn-本领.mp3]
被	被	bèi	by	[sound:cmn-被.mp3]
比較	比较	bǐjiào	relatively, fairly	[sound:cmn-比较.mp3]
比例	比例	bǐlì	proportional, rate, proportionality, quotient, proportion, proportionment, scale, ratio, balance	[sound:cmn-比例.mp3]
比賽	比赛	bǐsài	match, competition	[sound:cmn-比赛.mp3]
必然	必然	bìrán	surely, inevitably, pardi, certainly	[sound:cmn-必然.mp3]
被子	被子	bèizi	quilt, CL:床[chuang2]	[sound:cmn-被子.mp3]
變化	变化	biànhuà	change, transformation	[sound:cmn-变化.mp3]
本事	本事	běnshi	literary source material, know-how, proficiency, skill, prowess, this matter, ability, capability	[sound:cmn-本事.mp3]
變為	变为	biànwéi	change to, become	[sound:cmn-变为.mp3]
必要	必要	bìyào	necessary, indispensable	[sound:cmn-必要.mp3]
表達	表达	biǎodá	express, convey, voice	[sound:cmn-表达.mp3]
標準	标准	biāozhǔn	standard, criterion	[sound:cmn-标准.mp3]
標題	标题	biāotí	head, headline, title, superscription, statute title, header, headword, caption, cutline, rubric, heading	[sound:cmn-标题.mp3]
表格	表格	biǎogé	tabular array, tabulation, table, form, blank, tabular matter	[sound:cmn-表格.mp3]
表面	表面	biǎomiàn	crust, superficial, facing, show, exterior, obverse, rind, face, superficies, top, outside, appearance, facade, surface, bosom, window dressing	[sound:cmn-表面.mp3]
表明	表明	biǎomíng	argue, utter, disclose, enunciate, indicate, speak_for, make clear, indication, prove, point, express, manifest, tell, state clearly, give, denote, evince, unfold, portend, declare, kithe, make known, signalize	[sound:cmn-表明.mp3]
表演	表演	biǎoyǎn	perform, act, play, demonstrate	[sound:cmn-表演.mp3]
表現	表现	biǎoxiàn	manifestation, expression	[sound:cmn-表现.mp3]
播出	播出	bō chū	broadcast, disseminate	[sound:cmn-播出.mp3]
並且	并且	bìngqiě	conj.: and, besides, moreover	[sound:cmn-并且.mp3]
播放	播放	bōfàng	broadcast, transmit	[sound:cmn-播放.mp3]
不必	不必	bùbì	need not, not have to	[sound:cmn-不必.mp3]
并	并	bìng	to be side by side, simultaneously, and	[sound:cmn-并.mp3]
不論	不论	bùlùn	conj.: no matter how/who/what/etc.	[sound:cmn-不论.mp3]
補	补	bǔ	mend, patch, nourish, supplementary	[sound:cmn-补.mp3]
不斷	不断	bùduàn	unceasingly, continuously	[sound:cmn-不断.mp3]
補充	补充	bǔchōng	supply, supplement, augment, replenishment, complement, eke, fill again, accompany, add, renew, replenish, implement, stock, recruit, refill	[sound:cmn-补充.mp3]
不得不	不得不	bùdébù	cannot but, have to	[sound:cmn-不得不.mp3]
不安	不安	bùān	be anxious; be uneasy; be restless	[sound:cmn-不安.mp3]
不光	不光	bùguāng	not the only one, not only	[sound:cmn-不光.mp3]
不僅	不仅	bùjǐn	conj.: not only	[sound:cmn-不仅.mp3]
布	布	bù	cloth	[sound:cmn-布.mp3]
步	步	bù	m.[activity]	[sound:cmn-步.mp3]
部門	部门	bùmén	category, section, department, service, instrumentality, branch, realm, sector, ministry, province, divisional, classification, departmental, division	[sound:cmn-部门.mp3]
部	部	bù	m.[general]	[sound:cmn-部.mp3]
部長	部长	bùzhǎng	commissar, manager, superintendent, cabinet minister, head of a section, minister, political commissar, ministerial, secretary, government minister, president, head of a department	[sound:cmn-部长.mp3]
才能	才能	cáinéng	ability, talent	[sound:cmn-才能.mp3]
採取	采取	cǎiqǔ	operate, assume, adopt, accept, strike, take, take up, take over, borrow	[sound:cmn-采取.mp3]
彩色	彩色	cǎisè	colour, chromatic, multicolour, colorful	[sound:cmn-彩色.mp3]
採用	采用	cǎiyòng	invoke, admit, assume, adoptive, use, adopt, select for use, embrace, accept, employment, take, introduce, take up, take_on, take over, take on, borrow, employ, adoption	[sound:cmn-采用.mp3]
曾經	曾经	céngjīng	in one case, , one time, formerly, syne, at one time, of all time, once, ever	[sound:cmn-曾经.mp3]
產生	产生	chǎnshēng	come into being, produce, engender, emerge	[sound:cmn-产生.mp3]
長處	长处	chángchu	good aspects, strong points	[sound:cmn-长处.mp3]
長城	长城	Chángchéng	impregnable bulwark, the Great Wall, Great Wall	[sound:cmn-长城.mp3]
厰	厂	chǎng	factory, mill, plant, works, yard, depot	[sound:cmn-厂.mp3]
長期	长期	chángqī	long term, long time, long range (of a forecast)	[sound:cmn-长期.mp3]
場合	场合	chǎnghé	conjuncture, situation, event, occasion, social occasion, affair	[sound:cmn-场合.mp3]
場所	场所	chǎngsuǒ	site, digging, terrain, locality, point, arena, scene, room, locus, location, locale, stead, scene of action, lieu, amenity, meridian, where, spot, space, land site, place, seat	[sound:cmn-场所.mp3]
朝	朝	cháo	abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea, imperial or royal court, government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards, morning	[sound:cmn-朝.mp3]
吵	吵	chǎo	shout for something	[sound:cmn-吵.mp3]
