啊	啊	a	particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation	[sound:cmn-啊.mp3]
愛情	爱情	àiqíng	god, warmheartedness, affection, love_affair, heart, kindness, tenderness, bosom, love, fondness, romantic love, affectionateness	[sound:cmn-爱情.mp3]
安靜	安静	ānjìng	lull, quieten, quiesce, dummy, quiet down, quiet, hush, pipe down, peaceful	[sound:cmn-安静.mp3]
安全	安全	ānquán	safe, secure	[sound:cmn-安全.mp3]
愛人	爱人	àiren	spouse (PRC), lover (non-PRC), CL:個|个[ge4]	[sound:cmn-爱人.mp3]
班長	班长	bānzhǎng	monitor, (work) team leader, squad leader, team leader, class monitor	[sound:cmn-班长.mp3]
辦	办	bàn	punish (by law), manage, get ... ready, set_up, buy a fair amount of, set up, run, management, handle, tackle, attend to, do, punish, bring ... to justice	[sound:cmn-办.mp3]
辦法	办法	bànfǎ	road, expedient, policy, agency, measure, way, method, means	[sound:cmn-办法.mp3]
辦公室	办公室	bàngōngshì	agency, office, authority, government agency, bureau	[sound:cmn-办公室.mp3]
白色	白色	báisè	White, white, whiteness, White (as symbol of anticommunism), white (color)	[sound:cmn-白色.mp3]
幫助	帮助	bāngzhù	aid, bridge_over, help, bestead, bring_on, tide_over, serve, support, facilitate, accommodate, carry_through, assist, administer, attend_to, assistance, befriend, further, favour	[sound:cmn-帮助.mp3]
報名	报名	bào míng	register, inscribe, enter, enroll, enrol, enter one's name, sign up, recruit	[sound:cmn-报名.mp3]
飽	饱	bǎo	to eat till full, satisfied	[sound:cmn-饱.mp3]
半夜	半夜	bànyè	midnight, in the middle of the night	[sound:cmn-半夜.mp3]
報紙	报纸	bàozhǐ	paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies	[sound:cmn-报纸.mp3]
北方	北方	běifāng	norland, septentrion, compass north, northern part of country, northernness, northern, magnetic north, northward, north, the North, the northern part of the country	[sound:cmn-北方.mp3]
比如說	比如说	bǐrúshuō	For example	[sound:cmn-比如说.mp3]
比如	比如	bǐrú	for example, for instance, such as	[sound:cmn-比如.mp3]
筆記	笔记	bǐjì	short sketches, adversaria, notes, note	[sound:cmn-笔记.mp3]
筆	笔	bǐ	m.[general]	[sound:cmn-笔.mp3]
背	背	bèi	learn by heart, recite from memory	[sound:cmn-背.mp3]
筆記本	笔记本	bǐjìběn	notebook (stationery), CL:本[ben3], notebook (computing)	[sound:cmn-笔记本.mp3]
邊	边	biān	border, boundary	[sound:cmn-边.mp3]
變	变	biàn	change, transform	[sound:cmn-变.mp3]
必須	必须	bìxū	must	[sound:cmn-必须.mp3]
遍	遍	biàn	m.[activity]	[sound:cmn-遍.mp3]
變成	变成	biàn chéng	grow_into, change into, go, form, grow into, change state, develop into, turn to, fall, turn_into, be, turn, become, turn into, grow, run, get	[sound:cmn-变成.mp3]
不錯	不错	bùcuò	not bad, pretty good;correct, right	[sound:cmn-不错.mp3]
不夠	不够	bùgòu	not enough, insufficient, inadequate	[sound:cmn-不够.mp3]
不但	不但	bùdàn	conj.: not only	[sound:cmn-不但.mp3]
不過	不过	bùguò	conj.: but, however, only	[sound:cmn-不过.mp3]
不太	不太	bù tài	Not too	[sound:cmn-不太.mp3]
錶	表	biǎo	table, form, list	[sound:cmn-表.mp3]
不好意思	不好意思	bù hǎoyìsi	embarrassed, be ill at ease, find it embarrassing, feel embarrassed	[sound:cmn-不好意思.mp3]
不滿	不满	bùmǎn	resentful, dissatisfied	[sound:cmn-不满.mp3]
不要	不要	bùyào	never, noway, don't want, don't (do sth.)	[sound:cmn-不要.mp3]
不如	不如	bùrú	be unequal/inferior to	[sound:cmn-不如.mp3]
不久	不久	bùjiǔ	not long (after), before too long, soon, soon after	[sound:cmn-不久.mp3]
不少	不少	bùshǎo	det.: a lot of	[sound:cmn-不少.mp3]
不同	不同	bùtóng	different	[sound:cmn-不同.mp3]
不行	不行	bù xíng	won't do, be out of the question, be no good, not work, not be capable	[sound:cmn-不行.mp3]
不一定	不一定	bùyīdìng	not sure, maybe	[sound:cmn-不一定.mp3]
不一會兒	不一会儿	bù yīhuǐr5	Take a short while	[sound:cmn-不一会儿.mp3]
部分	部分	bùfen	partial, department, section, partialness, slice, pars, part, det.: part, percent, partage, sphere, component, divvy, segment, portion, fraction, sector, chapter, share, percentage, piece, division, sectional, parcel	[sound:cmn-部分.mp3]
